Slope_Angle,Cohesion,Friction_Angle,Nail_Inclination,Nail_Length,Drillhole_Diameter,Factor_of_Safety
90,0,35,15,15,0.200,0.793
90,0,35,20,6,0.125,0.760
90,0,35,20,6,0.150,0.760
90,0,35,20,6,0.175,0.760
90,0,35,20,6,0.200,0.760
90,0,35,20,9,0.125,0.760
90,0,35,20,9,0.150,0.760
90,0,35,20,9,0.175,0.760
90,0,35,20,9,0.200,0.760
90,0,35,20,12,0.125,0.760
90,0,35,20,12,0.150,0.760
90,0,35,20,12,0.175,0.760
90,0,35,20,12,0.200,0.760
90,0,35,20,15,0.125,0.760
90,0,35,20,15,0.150,0.760
90,0,35,20,15,0.175,0.760
90,0,35,20,15,0.200,0.760
90,0,45,5,6,0.125,0.923
90,0,45,5,6,0.150,0.923
90,0,45,5,6,0.175,0.923
90,0,45,5,6,0.200,0.923
90,0,45,5,9,0.125,0.923
90,0,45,5,9,0.150,0.923
90,0,45,5,9,0.175,0.923
90,0,45,5,9,0.200,0.923
90,0,45,5,12,0.125,0.923
90,0,45,5,12,0.150,0.923
90,0,45,5,12,0.175,0.923
90,0,45,5,12,0.200,0.923
90,0,45,5,15,0.125,0.923
90,0,45,5,15,0.150,0.923
90,0,45,5,15,0.175,0.923
90,0,45,5,15,0.200,0.923
90,0,45,10,6,0.125,0.899
90,0,45,10,6,0.150,0.899
90,0,45,10,6,0.175,0.899
90,0,45,10,6,0.200,0.899
90,0,45,10,9,0.125,0.899
90,0,45,10,9,0.150,0.899
90,0,45,10,9,0.175,0.899
90,0,45,10,9,0.200,0.899
90,0,45,10,12,0.125,0.899
90,0,45,10,12,0.150,0.899
90,0,45,10,12,0.175,0.899
90,0,45,10,12,0.200,0.899
90,0,45,10,15,0.125,0.899
90,0,45,10,15,0.150,0.899
90,0,45,10,15,0.175,0.899
90,0,45,10,15,0.200,0.899
90,0,45,15,6,0.125,0.868
90,0,45,15,6,0.150,0.868
90,0,45,15,6,0.175,0.868
90,0,45,15,6,0.200,0.868
90,0,45,15,9,0.125,0.868
90,0,45,15,9,0.150,0.868
90,0,45,15,9,0.175,0.868
90,0,45,15,9,0.200,0.868
90,0,45,15,12,0.125,0.868
90,0,45,15,12,0.150,0.868
90,0,45,15,12,0.175,0.868
90,0,45,15,12,0.200,0.868
90,0,45,15,15,0.125,0.868
90,0,45,15,15,0.150,0.868
90,0,45,15,15,0.175,0.868
90,0,45,15,15,0.200,0.868
90,0,45,20,6,0.125,0.838
90,0,45,20,6,0.150,0.838
90,0,45,20,6,0.175,0.838
90,0,45,20,6,0.200,0.838
90,0,45,20,9,0.125,0.838
90,0,45,20,9,0.150,0.838
90,0,45,20,9,0.175,0.838
90,0,45,20,9,0.200,0.838
90,0,45,20,12,0.125,0.838
90,0,45,20,12,0.150,0.838
90,0,45,20,12,0.175,0.838
90,0,45,20,12,0.200,0.838
90,0,45,20,15,0.125,0.838
90,0,45,20,15,0.150,0.838
90,0,45,20,15,0.175,0.838
90,0,45,20,15,0.200,0.838
90,5,5,5,6,0.125,0.458
90,5,5,5,6,0.150,0.442
90,5,5,5,6,0.175,0.443
90,5,5,5,6,0.200,0.479
90,5,5,5,9,0.125,0.504
90,5,5,5,9,0.150,0.598
90,5,5,5,9,0.175,0.715
90,5,5,5,9,0.200,0.783
90,5,5,5,12,0.125,0.923
90,5,5,5,12,0.150,1.351
90,5,5,5,12,0.175,1.351
90,5,5,5,12,0.200,1.351
90,5,5,5,15,0.125,1.351
90,5,5,5,15,0.150,1.351
90,5,5,5,15,0.175,1.351
90,5,5,5,15,0.200,1.351
90,5,5,10,6,0.125,0.438
90,5,5,10,6,0.150,0.402
90,5,5,10,6,0.175,0.435
90,5,5,10,6,0.200,0.463
90,5,5,10,9,0.125,0.497
90,5,5,10,9,0.150,0.582
90,5,5,10,9,0.175,0.657
90,5,5,10,9,0.200,0.773
90,5,5,10,12,0.125,0.796
90,5,5,10,12,0.150,0.958
90,5,5,10,12,0.175,0.987
90,5,5,10,12,0.200,0.987
90,5,5,10,15,0.125,0.987
90,5,5,10,15,0.150,0.987
90,5,5,10,15,0.175,0.987
90,5,5,10,15,0.200,0.987
90,5,5,15,6,0.125,0.398
90,5,5,15,6,0.150,0.432
90,5,5,15,6,0.175,0.445
90,5,5,15,6,0.200,0.484
90,5,5,15,9,0.125,0.494
90,5,5,15,9,0.150,0.561
90,5,5,15,9,0.175,0.651
90,5,5,15,9,0.200,0.665
90,5,5,15,12,0.125,0.667
90,5,5,15,12,0.150,0.718
90,5,5,15,12,0.175,0.718
90,5,5,15,12,0.200,0.718
90,5,5,15,15,0.125,0.718
90,5,5,15,15,0.150,0.718
90,5,5,15,15,0.175,0.718
90,5,5,15,15,0.200,0.718
90,5,5,20,6,0.125,0.340
90,5,5,20,6,0.150,0.405
90,5,5,20,6,0.175,0.452
90,5,5,20,6,0.200,0.415
90,5,5,20,9,0.125,0.466
90,5,5,20,9,0.150,0.517
90,5,5,20,9,0.175,0.560
90,5,5,20,9,0.200,0.586
90,5,5,20,12,0.125,0.587
90,5,5,20,12,0.150,0.612
90,5,5,20,12,0.175,0.612
90,5,5,20,12,0.200,0.612
90,5,5,20,15,0.125,0.612
90,5,5,20,15,0.150,0.612
90,5,5,20,15,0.175,0.612
90,5,5,20,15,0.200,0.612
90,5,15,5,6,0.125,1.375
90,5,15,5,6,0.150,1.128
90,5,15,5,6,0.175,1.235
90,5,15,5,6,0.200,1.143
90,5,15,5,9,0.125,1.416
90,5,15,5,9,0.150,1.836
90,5,15,5,9,0.175,1.615
90,5,15,5,9,0.200,1.806
90,5,15,5,12,0.125,1.806
90,5,15,5,12,0.150,1.806
90,5,15,5,12,0.175,1.806
90,5,15,5,12,0.200,1.806
90,5,15,5,15,0.125,1.806
90,5,15,5,15,0.150,1.806
90,5,15,5,15,0.175,1.806
90,5,15,5,15,0.200,1.806
90,5,15,10,6,0.125,1.361
90,5,15,10,6,0.150,1.299
90,5,15,10,6,0.175,1.391
90,5,15,10,6,0.200,1.324
90,5,15,10,9,0.125,1.366
90,5,15,10,9,0.150,1.579
90,5,15,10,9,0.175,1.688
90,5,15,10,9,0.200,1.668
90,5,15,10,12,0.125,1.668
90,5,15,10,12,0.150,1.668
90,5,15,10,12,0.175,1.668
90,5,15,10,12,0.200,1.668
90,5,15,10,15,0.125,1.668
90,5,15,10,15,0.150,1.668
90,5,15,10,15,0.175,1.668
90,5,15,10,15,0.200,1.668
90,5,15,15,6,0.125,1.058
90,5,15,15,6,0.150,1.079
90,5,15,15,6,0.175,1.097
90,5,15,15,6,0.200,1.392
90,5,15,15,9,0.125,1.308
90,5,15,15,9,0.150,1.379
90,5,15,15,9,0.175,1.534
90,5,15,15,9,0.200,1.534
90,5,15,15,12,0.125,1.534
90,5,15,15,12,0.150,1.534
90,5,15,15,12,0.175,1.534
90,5,15,15,12,0.200,1.534
90,5,15,15,15,0.125,1.534
90,5,15,15,15,0.150,1.534
90,5,15,15,15,0.175,1.534
90,5,15,15,15,0.200,1.534
90,5,15,20,6,0.125,1.032
90,5,15,20,6,0.150,1.005
90,5,15,20,6,0.175,1.376
90,5,15,20,6,0.200,1.406
90,5,15,20,9,0.125,1.444
90,5,15,20,9,0.150,1.299
90,5,15,20,9,0.175,1.409
90,5,15,20,9,0.200,1.409
90,5,15,20,12,0.125,1.409
90,5,15,20,12,0.150,1.409
90,5,15,20,12,0.175,1.409
90,5,15,20,12,0.200,1.409
90,5,15,20,15,0.125,1.409
90,5,15,20,15,0.150,1.409
90,5,15,20,15,0.175,1.409
90,5,15,20,15,0.200,1.409
90,5,25,5,6,0.125,1.871
90,5,25,5,6,0.150,1.792
90,5,25,5,6,0.175,2.039
90,5,25,5,6,0.200,1.665
90,5,25,5,9,0.125,1.852
90,5,25,5,9,0.150,1.852
90,5,25,5,9,0.175,1.852
90,5,25,5,9,0.200,1.852
90,5,25,5,12,0.125,1.852
90,5,25,5,12,0.150,1.852
90,5,25,5,12,0.175,1.852
90,5,25,5,12,0.200,1.852
90,5,25,5,15,0.125,1.852
90,5,25,5,15,0.150,1.852
90,5,25,5,15,0.175,1.852
90,5,25,5,15,0.200,1.852
90,5,25,10,6,0.125,2.197
90,5,25,10,6,0.150,1.585
90,5,25,10,6,0.175,1.937
90,5,25,10,6,0.200,1.8
90,5,25,10,9,0.125,2.078
90,5,25,10,9,0.150,2.078
90,5,25,10,9,0.175,2.078
90,5,25,10,9,0.200,2.078
90,5,25,10,12,0.125,2.078
90,5,25,10,12,0.150,2.078
90,5,25,10,12,0.175,2.078
90,5,25,10,12,0.200,2.078
90,5,25,10,15,0.125,2.078
90,5,25,10,15,0.150,2.078
90,5,25,10,15,0.175,2.078
90,5,25,10,15,0.200,2.078
90,5,25,15,6,0.125,1.874
90,5,25,15,6,0.150,1.556
90,5,25,15,6,0.175,1.684
90,5,25,15,6,0.200,1.593
90,5,25,15,9,0.125,1.715
90,5,25,15,9,0.150,1.715
90,5,25,15,9,0.175,1.715
90,5,25,15,9,0.200,1.715
90,5,25,15,12,0.125,1.715
90,5,25,15,12,0.150,1.715
90,5,25,15,12,0.175,1.715
90,5,25,15,12,0.200,1.715
90,5,25,15,15,0.125,1.715
90,5,25,15,15,0.150,1.715
90,5,25,15,15,0.175,1.715
90,5,25,15,15,0.200,1.715
90,5,25,20,6,0.125,1.468
90,5,25,20,6,0.150,1.634
90,5,25,20,6,0.175,1.631
90,5,25,20,6,0.200,1.584
90,5,25,20,9,0.125,1.757
90,5,25,20,9,0.150,1.757
90,5,25,20,9,0.175,1.757
90,5,25,20,9,0.200,1.757
90,5,25,20,12,0.125,1.757
90,5,25,20,12,0.150,1.757
90,5,25,20,12,0.175,1.757
90,5,25,20,12,0.200,1.757
90,5,25,20,15,0.125,1.757
90,5,25,20,15,0.150,1.757
90,5,25,20,15,0.175,1.757
90,5,25,20,15,0.200,1.757
90,5,35,5,6,0.125,2.086
90,5,35,5,6,0.150,2.403
90,5,35,5,6,0.175,2.192
90,5,35,5,6,0.200,2.414
90,5,35,5,9,0.125,2.275
90,5,35,5,9,0.150,2.275
90,5,35,5,9,0.175,2.275
90,5,35,5,9,0.200,2.275
90,5,35,5,12,0.125,2.275
90,5,35,5,12,0.150,2.275
90,5,35,5,12,0.175,2.275
90,5,35,5,12,0.200,2.275
90,5,35,5,15,0.125,2.275
90,5,35,5,15,0.150,2.275
90,5,35,5,15,0.175,2.275
90,5,35,5,15,0.200,2.275
90,5,35,10,6,0.125,3.055
90,5,35,10,6,0.150,2.106
90,5,35,10,6,0.175,2.045
90,5,35,10,6,0.200,2.74
90,5,35,10,9,0.125,2.183
90,5,35,10,9,0.150,2.183
90,5,35,10,9,0.175,2.183
90,5,35,10,9,0.200,2.183
90,5,35,10,12,0.125,2.183
90,5,35,10,12,0.150,2.183
90,5,35,10,12,0.175,2.183
90,5,35,10,12,0.200,2.183
90,5,35,10,15,0.125,2.183
90,5,35,10,15,0.150,2.183
90,5,35,10,15,0.175,2.183
90,5,35,10,15,0.200,2.183
90,5,35,15,6,0.125,2.295
90,5,35,15,6,0.150,2.048
90,5,35,15,6,0.175,2.255
90,5,35,15,6,0.200,2.255
90,5,35,15,9,0.125,2.255
90,5,35,15,9,0.150,2.255
90,5,35,15,9,0.175,2.255
90,5,35,15,9,0.200,2.255
90,5,35,15,12,0.125,2.255
90,5,35,15,12,0.150,2.255
90,5,35,15,12,0.175,2.255
90,5,35,15,12,0.200,2.255
90,5,35,15,15,0.125,2.255
90,5,35,15,15,0.150,2.255
90,5,35,15,15,0.175,2.255
90,5,35,15,15,0.200,2.255
90,5,35,20,6,0.125,2.317
90,5,35,20,6,0.150,2.211
90,5,35,20,6,0.175,2.469
90,5,35,20,6,0.200,2.469
90,5,35,20,9,0.125,2.469
90,5,35,20,9,0.150,2.469
90,5,35,20,9,0.175,2.469
90,5,35,20,9,0.200,2.469
90,5,35,20,12,0.125,2.469
90,5,35,20,12,0.150,2.469
90,5,35,20,12,0.175,2.469
90,5,35,20,12,0.200,2.469
90,5,35,20,15,0.125,2.469
90,5,35,20,15,0.150,2.469
90,5,35,20,15,0.175,2.469
90,5,35,20,15,0.200,2.469
90,5,45,5,6,0.125,1.179
90,5,45,5,6,0.150,1.179
90,5,45,5,6,0.175,1.179
90,5,45,5,6,0.200,1.179
90,5,45,5,9,0.125,1.179
90,5,45,5,9,0.150,1.179
90,5,45,5,9,0.175,1.179
90,5,45,5,9,0.200,1.179
90,5,45,5,12,0.125,1.179
90,5,45,5,12,0.150,1.179
90,5,45,5,12,0.175,1.179
90,5,45,5,12,0.200,1.179
90,5,45,5,15,0.125,1.179
90,5,45,5,15,0.150,1.179
90,5,45,5,15,0.175,1.179
90,5,45,5,15,0.200,1.179
90,5,45,10,6,0.125,1.154
90,5,45,10,6,0.150,1.154
90,5,45,10,6,0.175,1.154
90,5,45,10,6,0.200,1.154
90,5,45,10,9,0.125,1.154
90,5,45,10,9,0.150,1.154
90,5,45,10,9,0.175,1.154
90,5,45,10,9,0.200,1.154
90,5,45,10,12,0.125,1.154
90,5,45,10,12,0.150,1.154
90,5,45,10,12,0.175,1.154
90,5,45,10,12,0.200,1.154
90,5,45,10,15,0.125,1.154
90,5,45,10,15,0.150,1.154
90,5,45,10,15,0.175,1.154
90,5,45,10,15,0.200,1.154
90,5,45,15,6,0.125,1.125
90,5,45,15,6,0.150,1.125
90,5,45,15,6,0.175,1.125
90,5,45,15,6,0.200,1.125
90,5,45,15,9,0.125,1.125
90,5,45,15,9,0.150,1.125
90,5,45,15,9,0.175,1.125
90,5,45,15,9,0.200,1.125
90,5,45,15,12,0.125,1.125
90,5,45,15,12,0.150,1.125
90,5,45,15,12,0.175,1.125
90,5,45,15,12,0.200,1.125
90,5,45,15,15,0.125,1.125
90,5,45,15,15,0.150,1.125
90,5,45,15,15,0.175,1.125
90,5,45,15,15,0.200,1.125
90,5,45,20,6,0.125,1.093
90,5,45,20,6,0.150,1.093
90,5,45,20,6,0.175,1.093
90,5,45,20,6,0.200,1.093
90,5,45,20,9,0.125,1.093
90,5,45,20,9,0.150,1.093
90,5,45,20,9,0.175,1.093
90,5,45,20,9,0.200,1.093
90,5,45,20,12,0.125,1.093
90,5,45,20,12,0.150,1.093
90,5,45,20,12,0.175,1.093
90,5,45,20,12,0.200,1.093
90,5,45,20,15,0.125,1.093
90,5,45,20,15,0.150,1.093
90,5,45,20,15,0.175,1.093
90,5,45,20,15,0.200,1.093
90,10,5,5,6,0.125,0.580
90,10,5,5,6,0.150,0.626
90,10,5,5,6,0.175,0.655
90,10,5,5,6,0.200,0.699
90,10,5,5,9,0.125,0.844
90,10,5,5,9,0.150,0.834
90,10,5,5,9,0.175,1.016
90,10,5,5,9,0.200,1.103
90,10,5,5,12,0.125,1.167
90,10,5,5,12,0.150,1.359
90,10,5,5,12,0.175,1.475
90,10,5,5,12,0.200,1.521
90,10,5,5,15,0.125,1.508
90,10,5,5,15,0.150,1.521
90,10,5,5,15,0.175,1.521
90,10,5,5,15,0.200,1.521
90,10,5,10,6,0.125,0.571
90,10,5,10,6,0.150,0.718
90,10,5,10,6,0.175,0.732
90,10,5,10,6,0.200,0.746
90,10,5,10,9,0.125,0.817
90,10,5,10,9,0.150,0.900
90,10,5,10,9,0.175,0.988
90,10,5,10,9,0.200,1.085
90,10,5,10,12,0.125,1.142
90,10,5,10,12,0.150,1.218
90,10,5,10,12,0.175,1.296
90,10,5,10,12,0.200,1.410
90,10,5,10,15,0.125,1.410
90,10,5,10,15,0.150,1.410
90,10,5,10,15,0.175,1.410
90,10,5,10,15,0.200,1.410
90,10,5,15,6,0.125,0.714
90,10,5,15,6,0.150,0.625
90,10,5,15,6,0.175,0.746
90,10,5,15,6,0.200,0.762
90,10,5,15,9,0.125,0.880
90,10,5,15,9,0.150,0.873
90,10,5,15,9,0.175,0.975
90,10,5,15,9,0.200,1.044
90,10,5,15,12,0.125,1.079
90,10,5,15,12,0.150,1.195
90,10,5,15,12,0.175,1.201
90,10,5,15,12,0.200,1.201
90,10,5,15,15,0.125,1.201
90,10,5,15,15,0.150,1.201
90,10,5,15,15,0.175,1.201
90,10,5,15,15,0.200,1.201
90,10,5,20,6,0.125,0.722
90,10,5,20,6,0.150,0.739
90,10,5,20,6,0.175,0.653
90,10,5,20,6,0.200,0.774
90,10,5,20,9,0.125,0.816
90,10,5,20,9,0.150,0.817
90,10,5,20,9,0.175,0.905
90,10,5,20,9,0.200,0.968
90,10,5,20,12,0.125,0.970
90,10,5,20,12,0.150,1.012
90,10,5,20,12,0.175,1.012
90,10,5,20,12,0.200,1.012
90,10,5,20,15,0.125,1.012
90,10,5,20,15,0.150,1.012
90,10,5,20,15,0.175,1.012
90,10,5,20,15,0.200,1.012
90,10,15,5,6,0.125,0.888
90,10,15,5,6,0.150,0.873
90,10,15,5,6,0.175,0.929
90,10,15,5,6,0.200,0.952
90,10,15,5,9,0.125,1.24
90,10,15,5,9,0.150,1.359
90,10,15,5,9,0.175,1.436
90,10,15,5,9,0.200,1.468
90,10,15,5,12,0.125,1.468
90,10,15,5,12,0.150,1.468
90,10,15,5,12,0.175,1.468
90,10,15,5,12,0.200,1.468
90,10,15,5,15,0.125,1.468
90,10,15,5,15,0.150,1.468
90,10,15,5,15,0.175,1.468
90,10,15,5,15,0.200,1.468
90,10,15,10,6,0.125,0.924
90,10,15,10,6,0.150,0.900
90,10,15,10,6,0.175,0.948
90,10,15,10,6,0.200,0.998
90,10,15,10,9,0.125,1.208
90,10,15,10,9,0.150,1.322
90,10,15,10,9,0.175,1.372
90,10,15,10,9,0.200,1.372
90,10,15,10,12,0.125,1.372
90,10,15,10,12,0.150,1.372
90,10,15,10,12,0.175,1.372
90,10,15,10,12,0.200,1.372
90,10,15,10,15,0.125,1.372
90,10,15,10,15,0.150,1.372
90,10,15,10,15,0.175,1.372
90,10,15,10,15,0.200,1.372
90,10,15,15,6,0.125,0.92
90,10,15,15,6,0.150,0.931
90,10,15,15,6,0.175,0.967
90,10,15,15,6,0.200,1.026
90,10,15,15,9,0.125,1.147
90,10,15,15,9,0.150,1.203
90,10,15,15,9,0.175,1.209
90,10,15,15,9,0.200,1.209
90,10,15,15,12,0.125,1.209
90,10,15,15,12,0.150,1.209
90,10,15,15,12,0.175,1.209
90,10,15,15,12,0.200,1.209
90,10,15,15,15,0.125,1.209
90,10,15,15,15,0.150,1.209
90,10,15,15,15,0.175,1.209
90,10,15,15,15,0.200,1.209
90,10,15,20,6,0.125,0.915
90,10,15,20,6,0.150,0.922
90,10,15,20,6,0.175,0.96
90,10,15,20,6,0.200,1.004
90,10,15,20,9,0.125,1.113
90,10,15,20,9,0.150,1.104
90,10,15,20,9,0.175,1.104
90,10,15,20,9,0.200,1.104
90,10,15,20,12,0.125,1.104
90,10,15,20,12,0.150,1.104
90,10,15,20,12,0.175,1.104
90,10,15,20,12,0.200,1.104
90,10,15,20,15,0.125,1.104
90,10,15,20,15,0.150,1.104
90,10,15,20,15,0.175,1.104
90,10,15,20,15,0.200,1.104
90,10,25,5,6,0.125,1.161
90,10,25,5,6,0.150,1.231
90,10,25,5,6,0.175,1.273
90,10,25,5,6,0.200,1.305
90,10,25,5,9,0.125,1.426
90,10,25,5,9,0.150,1.426
90,10,25,5,9,0.175,1.426
90,10,25,5,9,0.200,1.426
90,10,25,5,12,0.125,1.426
90,10,25,5,12,0.150,1.426
90,10,25,5,12,0.175,1.426
90,10,25,5,12,0.200,1.426
90,10,25,5,15,0.125,1.426
90,10,25,5,15,0.150,1.426
90,10,25,5,15,0.175,1.426
90,10,25,5,15,0.200,1.426
90,10,25,10,6,0.125,1.169
90,10,25,10,6,0.150,1.228
90,10,25,10,6,0.175,1.284
90,10,25,10,6,0.200,1.316
90,10,25,10,9,0.125,1.364
90,10,25,10,9,0.150,1.364
90,10,25,10,9,0.175,1.364
90,10,25,10,9,0.200,1.364
90,10,25,10,12,0.125,1.364
90,10,25,10,12,0.150,1.364
90,10,25,10,12,0.175,1.364
90,10,25,10,12,0.200,1.364
90,10,25,10,15,0.125,1.364
90,10,25,10,15,0.150,1.364
90,10,25,10,15,0.175,1.364
90,10,25,10,15,0.200,1.364
90,10,25,15,6,0.125,1.148
90,10,25,15,6,0.150,1.206
90,10,25,15,6,0.175,1.25
90,10,25,15,6,0.200,1.275
90,10,25,15,9,0.125,1.297
90,10,25,15,9,0.150,1.297
90,10,25,15,9,0.175,1.297
90,10,25,15,9,0.200,1.297
90,10,25,15,12,0.125,1.297
90,10,25,15,12,0.150,1.297
90,10,25,15,12,0.175,1.297
90,10,25,15,12,0.200,1.297
90,10,25,15,15,0.125,1.297
90,10,25,15,15,0.150,1.297
90,10,25,15,15,0.175,1.297
90,10,25,15,15,0.200,1.297
90,10,25,20,6,0.125,1.117
90,10,25,20,6,0.150,1.172
90,10,25,20,6,0.175,1.201
90,10,25,20,6,0.200,1.225
90,10,25,20,9,0.125,1.228
90,10,25,20,9,0.150,1.228
90,10,25,20,9,0.175,1.228
90,10,25,20,9,0.200,1.228
90,10,25,20,12,0.125,1.228
90,10,25,20,12,0.150,1.228
90,10,25,20,12,0.175,1.228
90,10,25,20,12,0.200,1.228
90,10,25,20,15,0.125,1.228
90,10,25,20,15,0.150,1.228
90,10,25,20,15,0.175,1.228
90,10,25,20,15,0.200,1.228
90,10,35,5,6,0.125,1.420
90,10,35,5,6,0.150,1.452
90,10,35,5,6,0.175,1.473
90,10,35,5,6,0.200,1.473
90,10,35,5,9,0.125,1.473
90,10,35,5,9,0.150,1.473
90,10,35,5,9,0.175,1.473
90,10,35,5,9,0.200,1.473
90,10,35,5,12,0.125,1.473
90,10,35,5,12,0.150,1.473
90,10,35,5,12,0.175,1.473
90,10,35,5,12,0.200,1.473
90,10,35,5,15,0.125,1.473
90,10,35,5,15,0.150,1.473
90,10,35,5,15,0.175,1.473
90,10,35,5,15,0.200,1.473
90,10,35,10,6,0.125,1.387
90,10,35,10,6,0.150,1.387
90,10,35,10,6,0.175,1.387
90,10,35,10,6,0.200,1.387
90,10,35,10,9,0.125,1.387
90,10,35,10,9,0.150,1.387
90,10,35,10,9,0.175,1.387
90,10,35,10,9,0.200,1.387
90,10,35,10,12,0.125,1.387
90,10,35,10,12,0.150,1.387
90,10,35,10,12,0.175,1.387
90,10,35,10,12,0.200,1.387
90,10,35,10,15,0.125,1.387
90,10,35,10,15,0.150,1.387
90,10,35,10,15,0.175,1.387
90,10,35,10,15,0.200,1.387
90,10,35,15,6,0.125,1.336
90,10,35,15,6,0.150,1.336
90,10,35,15,6,0.175,1.336
90,10,35,15,6,0.200,1.336
90,10,35,15,9,0.125,1.336
90,10,35,15,9,0.150,1.336
90,10,35,15,9,0.175,1.336
90,10,35,15,9,0.200,1.336
90,10,35,15,12,0.125,1.336
90,10,35,15,12,0.150,1.336
90,10,35,15,12,0.175,1.336
90,10,35,15,12,0.200,1.336
90,10,35,15,15,0.125,1.336
90,10,35,15,15,0.150,1.336
90,10,35,15,15,0.175,1.336
90,10,35,15,15,0.200,1.336
90,10,35,20,6,0.125,1.284
90,10,35,20,6,0.150,1.284
90,10,35,20,6,0.175,1.284
90,10,35,20,6,0.200,1.284
90,10,35,20,9,0.125,1.284
90,10,35,20,9,0.150,1.284
90,10,35,20,9,0.175,1.284
90,10,35,20,9,0.200,1.284
90,10,35,20,12,0.125,1.284
90,10,35,20,12,0.150,1.284
90,10,35,20,12,0.175,1.284
90,10,35,20,12,0.200,1.284
90,10,35,20,15,0.125,1.284
90,10,35,20,15,0.150,1.284
90,10,35,20,15,0.175,1.284
90,10,35,20,15,0.200,1.284
90,10,45,5,6,0.125,1.617
90,10,45,5,6,0.150,1.617
90,10,45,5,6,0.175,1.617
90,10,45,5,6,0.200,1.617
90,10,45,5,9,0.125,1.617
90,10,45,5,9,0.150,1.617
90,10,45,5,9,0.175,1.617
90,10,45,5,9,0.200,1.617
90,10,45,5,12,0.125,1.617
90,10,45,5,12,0.150,1.617
90,10,45,5,12,0.175,1.617
90,10,45,5,12,0.200,1.617
90,10,45,5,15,0.125,1.617
90,10,45,5,15,0.150,1.617
90,10,45,5,15,0.175,1.617
90,10,45,5,15,0.200,1.617
90,10,45,10,6,0.125,1.612
90,10,45,10,6,0.150,1.612
90,10,45,10,6,0.175,1.612
90,10,45,10,6,0.200,1.612
90,10,45,10,9,0.125,1.612
90,10,45,10,9,0.150,1.612
90,10,45,10,9,0.175,1.612
90,10,45,10,9,0.200,1.612
90,10,45,10,12,0.125,1.612
90,10,45,10,12,0.150,1.612
90,10,45,10,12,0.175,1.612
90,10,45,10,12,0.200,1.612
90,10,45,10,15,0.125,1.612
90,10,45,10,15,0.150,1.612
90,10,45,10,15,0.175,1.612
90,10,45,10,15,0.200,1.612
90,10,45,15,6,0.125,1.514
90,10,45,15,6,0.150,1.514
90,10,45,15,6,0.175,1.514
90,10,45,15,6,0.200,1.514
90,10,45,15,9,0.125,1.514
90,10,45,15,9,0.150,1.514
90,10,45,15,9,0.175,1.514
90,10,45,15,9,0.200,1.514
90,10,45,15,12,0.125,1.514
90,10,45,15,12,0.150,1.514
90,10,45,15,12,0.175,1.514
90,10,45,15,12,0.200,1.514
90,10,45,15,15,0.125,1.514
90,10,45,15,15,0.150,1.514
90,10,45,15,15,0.175,1.514
90,10,45,15,15,0.200,1.514
90,10,45,20,6,0.125,1.494
90,10,45,20,6,0.150,1.494
90,10,45,20,6,0.175,1.494
90,10,45,20,6,0.200,1.494
90,10,45,20,9,0.125,1.494
90,10,45,20,9,0.150,1.494
90,10,45,20,9,0.175,1.494
90,10,45,20,9,0.200,1.494
90,10,45,20,12,0.125,1.494
90,10,45,20,12,0.150,1.494
90,10,45,20,12,0.175,1.494
90,10,45,20,12,0.200,1.494
90,10,45,20,15,0.125,1.494
90,10,45,20,15,0.150,1.494
90,10,45,20,15,0.175,1.494
90,10,45,20,15,0.200,1.494
90,15,5,5,6,0.125,1.255
90,15,5,5,6,0.150,1.004
90,15,5,5,6,0.175,1.027
90,15,5,5,6,0.200,0.899
90,15,5,5,9,0.125,1.344
90,15,5,5,9,0.150,1.271
90,15,5,5,9,0.175,1.421
90,15,5,5,9,0.200,1.542
90,15,5,5,12,0.125,1.640
90,15,5,5,12,0.150,1.836
90,15,5,5,12,0.175,2.166
90,15,5,5,12,0.200,2.166
90,15,5,5,15,0.125,2.166
90,15,5,5,15,0.150,2.166
90,15,5,5,15,0.175,2.166
90,15,5,5,15,0.200,2.166
90,15,5,10,6,0.125,0.953
90,15,5,10,6,0.150,1.180
90,15,5,10,6,0.175,0.831
90,15,5,10,6,0.200,1.075
90,15,5,10,9,0.125,1.293
90,15,5,10,9,0.150,1.303
90,15,5,10,9,0.175,1.358
90,15,5,10,9,0.200,1.467
90,15,5,10,12,0.125,1.532
90,15,5,10,12,0.150,1.769
90,15,5,10,12,0.175,1.863
90,15,5,10,12,0.200,1.863
90,15,5,10,15,0.125,1.863
90,15,5,10,15,0.150,1.863
90,15,5,10,15,0.175,1.863
90,15,5,10,15,0.200,1.863
90,15,5,15,6,0.125,0.793
90,15,5,15,6,0.150,0.774
90,15,5,15,6,0.175,1.070
90,15,5,15,6,0.200,1.100
90,15,5,15,9,0.125,1.224
90,15,5,15,9,0.150,1.235
90,15,5,15,9,0.175,1.295
90,15,5,15,9,0.200,1.399
90,15,5,15,12,0.125,1.428
90,15,5,15,12,0.150,1.578
90,15,5,15,12,0.175,1.591
90,15,5,15,12,0.200,1.591
90,15,5,15,15,0.125,1.591
90,15,5,15,15,0.150,1.591
90,15,5,15,15,0.175,1.591
90,15,5,15,15,0.200,1.591
90,15,5,20,6,0.125,1.197
90,15,5,20,6,0.150,1.052
90,15,5,20,6,0.175,1.084
90,15,5,20,6,0.200,1.110
90,15,5,20,9,0.125,1.204
